주소,입력주소,경도,위도
사당동 89-22,서울시  사당동 89-22,126.928195,37.606566
사당동 316-251,서울시  사당동 316-251,126.928931,37.607356
사당동 316-253,서울시  사당동 316-253,126.92597,37.605329
사당동 46-1,서울시  사당동 46-1,126.927109,37.607268
사당동 141-48,서울시  사당동 141-48,126.930835,37.608058
사당동 303-12,서울시  사당동 303-12,126.931907,37.605167
사당동 272-11,서울시  사당동 272-11,126.927344,37.60663
사당동 419-89,서울시  사당동 419-89,126.930011,37.605465
사당동 321-68,서울시  사당동 321-68,126.933923,37.604383
사당동 300-28,서울시  사당동 300-28,126.931548,37.607281
사당동 303-15,서울시  사당동 303-15,126.929618,37.604461
사당동 249-57,서울시  사당동 249-57,126.926424,37.605297
사당동 206-117,서울시  사당동 206-117,126.929931,37.607879
사당동 1048-12,서울시  사당동 1048-12,126.931195,37.606665
사당동 91-2,서울시  사당동 91-2,126.925942,37.607266
사당동 220-57,서울시  사당동 220-57,126.924121,37.607105
사당동 141-30,서울시  사당동 141-30,126.933004,37.606096
대방동 415-1,서울시  대방동 415-1,126.927149,37.60761
대방동 13-23,서울시  대방동 13-23,126.92599,37.606302
대방동 391-84,서울시  대방동 391-84,126.928168,37.607629
대방동 393-59,서울시  대방동 393-59,126.931542,37.607704
대방동 391-223,서울시  대방동 391-223,126.924393,37.607072
대방동 414-7,서울시  대방동 414-7,126.931476,37.602036
대방동 411-7,서울시  대방동 411-7,126.92677,37.605652
대방동 393-60,서울시  대방동 393-60,126.923945,37.606734
대방동 378-27,서울시  대방동 378-27,126.926936,37.606653
대방동 411-12,서울시  대방동 411-12,126.92698,37.607591
대방동 394-25,서울시  대방동 394-25,126.926909,37.608536
대방동 393-16,서울시  대방동 393-16,126.928615,37.606497
대방동 379-43,서울시  대방동 379-43,126.927689,37.6063
대방동 410-4,서울시  대방동 410-4,126.929772,37.604012
대방동 381-7,서울시  대방동 381-7,126.932892,37.605167
신대방동 366-185,서울시  신대방동 366-185,126.930268,37.608125
신대방동 360-108,서울시  신대방동 360-108,126.923889,37.605941
신대방동 367-65,서울시  신대방동 367-65,126.923592,37.606109
신대방동 367-66,서울시  신대방동 367-66,126.924712,37.617229
신대방동 360-70,서울시  신대방동 360-70,126.93258,37.617508
신대방동 341-3,서울시  신대방동 341-3,126.923773,37.624988
신대방동 349-42,서울시  신대방동 349-42,126.921262,37.623928
신대방동 632-15,서울시  신대방동 632-15,126.926748,37.617401
신대방동 366-246,서울시  신대방동 366-246,126.921041,37.62435
수색동 17-29,서울시  수색동 17-29,126.931629,37.619058
수색동 324-7,서울시  수색동 324-7,126.922369,37.62019
녹번동 91-4,서울시  녹번동 91-4,126.932836,37.613843
녹번동 105-37,서울시  녹번동 105-37,126.930966,37.615529
녹번동 126-12,서울시  녹번동 126-12,126.930899,37.610726
녹번동 168-53,서울시  녹번동 168-53,126.924069,37.622512
녹번동 133-29,서울시  녹번동 133-29,126.92258,37.62367
녹번동 118-3,서울시  녹번동 118-3,126.922248,37.625478
녹번동 29-41,서울시  녹번동 29-41,126.933392,37.613794
녹번동 135-5,서울시  녹번동 135-5,126.922071,37.620458
녹번동 94-10,서울시  녹번동 94-10,126.932132,37.618747
녹번동 31-12,서울시  녹번동 31-12,126.92039,37.627056
녹번동 117-50,서울시  녹번동 117-50,126.926203,37.624577
녹번동 86-81,서울시  녹번동 86-81,126.921897,37.62625
녹번동 168-36,서울시  녹번동 168-36,126.931578,37.617084
녹번동 118-44,서울시  녹번동 118-44,126.932046,37.6097
녹번동 109-3,서울시  녹번동 109-3,126.930493,37.624832
녹번동 142-12,서울시  녹번동 142-12,126.922541,37.626337
녹번동 144-18,서울시  녹번동 144-18,126.930962,37.625269
녹번동 28-25,서울시  녹번동 28-25,126.928576,37.621815
녹번동 132-24,서울시  녹번동 132-24,126.922424,37.623489
녹번동 151-19,서울시  녹번동 151-19,126.921346,37.624398
녹번동 132-43,서울시  녹번동 132-43,126.923516,37.625535
녹번동 117-82,서울시  녹번동 117-82,126.931857,37.618934
녹번동 144-76,서울시  녹번동 144-76,126.929399,37.622128
녹번동 75-35,서울시  녹번동 75-35,126.93312,37.620964
녹번동 168-25,서울시  녹번동 168-25,126.921829,37.623871
녹번동 144-31,서울시  녹번동 144-31,126.92661,37.626194
녹번동 135-11,서울시  녹번동 135-11,126.929366,37.613361
녹번동 133-1,서울시  녹번동 133-1,126.927215,37.626659
녹번동 131-161,서울시  녹번동 131-161,126.925794,37.617609
녹번동 105-20,서울시  녹번동 105-20,126.93334,37.620623
녹번동 105-7,서울시  녹번동 105-7,126.931226,37.61163
녹번동 86-26,서울시  녹번동 86-26,126.91427,37.620179
녹번동 29-53,서울시  녹번동 29-53,126.912867,37.62395
녹번동 118-33,서울시  녹번동 118-33,126.919046,37.625161
녹번동 80-8,서울시  녹번동 80-8,126.911992,37.626492
녹번동 146-8,서울시  녹번동 146-8,126.914311,37.629046
불광동 295-29,서울시  불광동 295-29,126.915131,37.620196
불광동 221-53,서울시  불광동 221-53,126.916611,37.62904
불광동 480-167,서울시  불광동 480-167,126.913863,37.618608
불광동 391-62,서울시  불광동 391-62,126.91487,37.621041
불광동 330-63,서울시  불광동 330-63,126.91535,37.625379
불광동 391-113,서울시  불광동 391-113,126.914585,37.623453
불광동 219-8,서울시  불광동 219-8,126.914304,37.629541
불광동 310-123,서울시  불광동 310-123,126.913086,37.614357
불광동 241-22,서울시  불광동 241-22,126.916913,37.626988
불광동 245-4,서울시  불광동 245-4,126.911924,37.622635
불광동 281-68,서울시  불광동 281-68,126.910997,37.61704
불광동 403,서울시  불광동 403,126.915215,37.613637
불광동 391-6,서울시  불광동 391-6,126.914952,37.623159
불광동 480-115,서울시  불광동 480-115,126.913687,37.624481
불광동 8-76,서울시  불광동 8-76,126.912218,37.622665
불광동 312-69,서울시  불광동 312-69,126.914092,37.624665
불광동 221-15,서울시  불광동 221-15,126.915331,37.619711
불광동 518,서울시  불광동 518,126.915455,37.623623
불광동 443-40,서울시  불광동 443-40,126.91367,37.61629
불광동 445-205,서울시  불광동 445-205,126.918925,37.625718
불광동 234-2,서울시  불광동 234-2,126.910158,37.617123
불광동 285-15,서울시  불광동 285-15,126.915289,37.6179
불광동 170-128,서울시  불광동 170-128,126.914366,37.62837
불광동 445-152,서울시  불광동 445-152,126.916242,37.616981
불광동 170-158,서울시  불광동 170-158,126.915995,37.616888
불광동 140-12,서울시  불광동 140-12,126.912449,37.624667
불광동 391-41,서울시  불광동 391-41,126.917429,37.624218
불광동 391-177,서울시  불광동 391-177,126.916581,37.622507
불광동 480-302,서울시  불광동 480-302,126.913476,37.624154
불광동 219-7,서울시  불광동 219-7,126.911193,37.616069
불광동 145-2,서울시  불광동 145-2,126.917273,37.616242
불광동 16-101,서울시  불광동 16-101,126.911469,37.614945
불광동 391-159,서울시  불광동 391-159,126.91444,37.616297
불광동 441-8,서울시  불광동 441-8,126.912969,37.623204
불광동 259-5,서울시  불광동 259-5,126.907372,37.615502
불광동 80-1,서울시  불광동 80-1,126.91066,37.610649
불광동 330-23,서울시  불광동 330-23,126.910949,37.611787
불광동 16-1,서울시  불광동 16-1,126.908753,37.607856
불광동 281-25,서울시  불광동 281-25,126.907514,37.608169
갈현동 448-2,서울시  갈현동 448-2,126.913724,37.610245
갈현동 275-110,서울시  갈현동 275-110,126.912367,37.611656
갈현동 416-6,서울시  갈현동 416-6,126.908015,37.614148
갈현동 285-216,서울시  갈현동 285-216,126.915272,37.611241
갈현동 12-368,서울시  갈현동 12-368,126.9039,37.616695
갈현동 449-28,서울시  갈현동 449-28,126.91196,37.610021
갈현동 13-8,서울시  갈현동 13-8,126.904635,37.616783
갈현동 516-18,서울시  갈현동 516-18,126.912893,37.612111
갈현동 445-10,서울시  갈현동 445-10,126.910797,37.612092
갈현동 298-4,서울시  갈현동 298-4,126.910377,37.612971
갈현동 281-161,서울시  갈현동 281-161,126.905582,37.617089
갈현동 12-348,서울시  갈현동 12-348,126.908492,37.608611
갈현동 490-21,서울시  갈현동 490-21,126.909906,37.61112
갈현동 8-5,서울시  갈현동 8-5,126.910336,37.611889
갈현동 274-45,서울시  갈현동 274-45,126.91188,37.610895
갈현동 522-29,서울시  갈현동 522-29,126.907431,37.613052
갈현동 471-3,서울시  갈현동 471-3,126.923939,37.615006
갈현동 281-65,서울시  갈현동 281-65,126.925566,37.608984
갈현동 285-136,서울시  갈현동 285-136,126.918153,37.611745
갈현동 268-6,서울시  갈현동 268-6,126.923378,37.607621
갈현동 285-9,서울시  갈현동 285-9,126.926763,37.610076
갈현동 450-5,서울시  갈현동 450-5,126.91929,37.611494
갈현동 281-35,서울시  갈현동 281-35,126.925694,37.612724
갈현동 505-11,서울시  갈현동 505-11,126.922294,37.612044
갈현동 418-15,서울시  갈현동 418-15,126.920506,37.610415
갈현동 327-32,서울시  갈현동 327-32,126.922616,37.614894
갈현동 499-16,서울시  갈현동 499-16,126.923505,37.61292
갈현동 12-409,서울시  갈현동 12-409,126.918646,37.612894
갈현동 136-12,서울시  갈현동 136-12,126.925402,37.613334
갈현동 136-14,서울시  갈현동 136-14,126.92356,37.613065
갈현동 281-104,서울시  갈현동 281-104,126.925967,37.614231
갈현동 423-26,서울시  갈현동 423-26,126.928371,37.611667
갈현동 435-31,서울시  갈현동 435-31,126.91807,37.612826
갈현동 281-181,서울시  갈현동 281-181,126.921619,37.611786
갈현동 521-9,서울시  갈현동 521-9,126.919442,37.611928
갈현동 479-11,서울시  갈현동 479-11,126.921003,37.612069
갈현동 509-11,서울시  갈현동 509-11,126.922896,37.612726
갈현동 495-1,서울시  갈현동 495-1,126.920331,37.613117
갈현동 275-134,서울시  갈현동 275-134,126.925515,37.612551
구산동 323-15,서울시  구산동 323-15,126.919545,37.615749
구산동 14-27,서울시  구산동 14-27,126.922663,37.615544
구산동 14-38,서울시  구산동 14-38,126.91428,37.589905
구산동 178-35,서울시  구산동 178-35,126.914206,37.589553
구산동 173-28,서울시  구산동 173-28,126.914874,37.590316
구산동 9-46,서울시  구산동 9-46,126.925102,37.595599
구산동 217-8,서울시  구산동 217-8,126.92197,37.597625
구산동 350-3,서울시  구산동 350-3,126.92842,37.601144
구산동 3-27,서울시  구산동 3-27,126.929202,37.59952
구산동 308-72,서울시  구산동 308-72,126.923212,37.597862
구산동 16-33,서울시  구산동 16-33,126.915867,37.596037
구산동 308-129,서울시  구산동 308-129,126.92236,37.597295
구산동 216-1,서울시  구산동 216-1,126.915967,37.584424
구산동 212-5,서울시  구산동 212-5,126.915217,37.589301
구산동 210-24,서울시  구산동 210-24,126.924665,37.599226
구산동 310-1,서울시  구산동 310-1,126.9216,37.597387
구산동 178-12,서울시  구산동 178-12,126.914976,37.591109
구산동 159-9,서울시  구산동 159-9,126.915454,37.590159
구산동 27-61,서울시  구산동 27-61,126.915041,37.592885
구산동 11-42,서울시  구산동 11-42,126.925642,37.595045
구산동 376,서울시  구산동 376,126.92523,37.595375
대조동 190-3,서울시  대조동 190-3,126.915659,37.590053
대조동 36-4,서울시  대조동 36-4,126.917466,37.592763
대조동 226-10,서울시  대조동 226-10,126.916704,37.596117
대조동 59-46,서울시  대조동 59-46,126.925689,37.60202
대조동 79-10,서울시  대조동 79-10,126.918047,37.587029
대조동 48-56,서울시  대조동 48-56,126.925513,37.599333
대조동 84-80,서울시  대조동 84-80,126.916121,37.595679
대조동 89-15,서울시  대조동 89-15,126.919468,37.592917
대조동 172-16,서울시  대조동 172-16,126.916555,37.583727
대조동 191-33,서울시  대조동 191-33,126.922863,37.596966
대조동 91-105,서울시  대조동 91-105,126.919235,37.598816
대조동 212-9,서울시  대조동 212-9,126.929204,37.60098
대조동 84-53,서울시  대조동 84-53,126.920509,37.591412
대조동 91-131,서울시  대조동 91-131,126.917041,37.595507
대조동 84-5,서울시  대조동 84-5,126.919222,37.598942
대조동 5-8,서울시  대조동 5-8,126.919865,37.585018
대조동 223-2,서울시  대조동 223-2,126.910153,37.605833
대조동 171-1,서울시  대조동 171-1,126.918472,37.60618
대조동 225-20,서울시  대조동 225-20,126.910663,37.603468
대조동 46-13,서울시  대조동 46-13,126.921758,37.606066
대조동 87-18,서울시  대조동 87-18,126.913245,37.607366
대조동 210-4,서울시  대조동 210-4,126.917013,37.607599
대조동 84-33,서울시  대조동 84-33,126.908279,37.604635
대조동 218-4,서울시  대조동 218-4,126.919195,37.603943
대조동 192-39,서울시  대조동 192-39,126.918201,37.606916
응암동 587-35,서울시  응암동 587-35,126.91778,37.607011
응암동 587-31,서울시  응암동 587-31,126.916597,37.606577
응암동 588-30,서울시  응암동 588-30,126.919764,37.60848
응암동 227-60,서울시  응암동 227-60,126.911241,37.602617
응암동 197-12,서울시  응암동 197-12,126.912935,37.606066
응암동 81-212,서울시  응암동 81-212,126.917924,37.610355
응암동 70-15,서울시  응암동 70-15,126.919462,37.601134
응암동 101-76,서울시  응암동 101-76,126.91749,37.603567
응암동 122-28,서울시  응암동 122-28,126.914379,37.600988
응암동 197-66,서울시  응암동 197-66,126.909491,37.604601
응암동 701-14,서울시  응암동 701-14,126.91649,37.606963
응암동 591-3,서울시  응암동 591-3,126.911036,37.603507
응암동 100-5,서울시  응암동 100-5,126.917308,37.605232
응암동 105-22,서울시  응암동 105-22,126.921952,37.606725
응암동 585-38,서울시  응암동 585-38,126.92124,37.607394
응암동 588-38,서울시  응암동 588-38,126.914998,37.605193
응암동 580-12,서울시  응암동 580-12,126.916977,37.601508
응암동 227-102,서울시  응암동 227-102,126.916314,37.603484
응암동 227-52,서울시  응암동 227-52,126.914408,37.600583
응암동 589-20,서울시  응암동 589-20,126.91768,37.607668
응암동 578-20,서울시  응암동 578-20,126.920937,37.604896
응암동 121-11,서울시  응암동 121-11,126.917735,37.602326
응암동 84-3,서울시  응암동 84-3,126.917554,37.609325
응암동 754-3,서울시  응암동 754-3,126.909962,37.605732
응암동 157-6,서울시  응암동 157-6,126.920383,37.604017
응암동 122-68,서울시  응암동 122-68,126.906435,37.604456
응암동 397-35,서울시  응암동 397-35,126.908507,37.60452
응암동 700-24,서울시  응암동 700-24,126.91092,37.603668
응암동 197-57,서울시  응암동 197-57,126.918985,37.608293
응암동 115-18,서울시  응암동 115-18,126.916568,37.59999
응암동 81-6,서울시  응암동 81-6,126.909591,37.603197
응암동 403-19,서울시  응암동 403-19,126.919115,37.604807
응암동 121-30,서울시  응암동 121-30,126.911717,37.607253
응암동 115-34,서울시  응암동 115-34,126.919779,37.601957
응암동 731-42,서울시  응암동 731-42,126.910546,37.602935
역촌동 54-25,서울시  역촌동 54-25,126.909864,37.603884
역촌동 19-52,서울시  역촌동 19-52,126.91713,37.600311
역촌동 69-24,서울시  역촌동 69-24,126.916667,37.607253
역촌동 17-9,서울시  역촌동 17-9,126.918236,37.602141
역촌동 46-28,서울시  역촌동 46-28,126.909803,37.598757
역촌동 12-36,서울시  역촌동 12-36,126.910871,37.597694
역촌동 74-38,서울시  역촌동 74-38,126.914429,37.596817
역촌동 29-21,서울시  역촌동 29-21,126.912565,37.599602
역촌동 13-47,서울시  역촌동 13-47,126.912108,37.591317
역촌동 11-17,서울시  역촌동 11-17,126.906862,37.595423
역촌동 10-39,서울시  역촌동 10-39,126.914202,37.597581
역촌동 2-61,서울시  역촌동 2-61,126.912271,37.599563
역촌동 80-2,서울시  역촌동 80-2,126.907022,37.599992
역촌동 48-39,서울시  역촌동 48-39,126.913354,37.595167
역촌동 1-63,서울시  역촌동 1-63,126.904857,37.600882
역촌동 42-57,서울시  역촌동 42-57,126.907804,37.591422
역촌동 33-20,서울시  역촌동 33-20,126.908455,37.601132
역촌동 84-27,서울시  역촌동 84-27,126.908555,37.598934
역촌동 72-23,서울시  역촌동 72-23,126.906759,37.600918
역촌동 11-56,서울시  역촌동 11-56,126.906388,37.596842
역촌동 69-5,서울시  역촌동 69-5,126.912957,37.59993
역촌동 21-37,서울시  역촌동 21-37,126.908097,37.594614
역촌동 16-25,서울시  역촌동 16-25,126.903724,37.591681
역촌동 15-3,서울시  역촌동 15-3,126.910253,37.597391
역촌동 62-42,서울시  역촌동 62-42,126.903604,37.591356
역촌동 38-42,서울시  역촌동 38-42,126.909406,37.594878
역촌동 35-45,서울시  역촌동 35-45,126.905089,37.600506
역촌동 84-34,서울시  역촌동 84-34,126.910657,37.599945
역촌동 12-22,서울시  역촌동 12-22,126.908056,37.598984
역촌동 26-25,서울시  역촌동 26-25,126.905179,37.592037
역촌동 37-4,서울시  역촌동 37-4,126.903261,37.590785
역촌동 6-35,서울시  역촌동 6-35,126.914095,37.59485
역촌동 54-22,서울시  역촌동 54-22,126.913328,37.60087
역촌동 28-31,서울시  역촌동 28-31,126.909957,37.588189
역촌동 226-4,서울시  역촌동 226-4,126.90495,37.582944
역촌동 73-15,서울시  역촌동 73-15,126.906409,37.585363
역촌동 69-3,서울시  역촌동 69-3,126.909357,37.587391
역촌동 4-19,서울시  역촌동 4-19,126.90485,37.582817
역촌동 44-30,서울시  역촌동 44-30,126.908315,37.586669
역촌동 76-27,서울시  역촌동 76-27,126.911131,37.588443
역촌동 25-128,서울시  역촌동 25-128,126.907221,37.586344
역촌동 49-49,서울시  역촌동 49-49,126.90412,37.579341
역촌동 41-39,서울시  역촌동 41-39,126.908603,37.587077
역촌동 79-6,서울시  역촌동 79-6,126.908615,37.586275
역촌동 70-28,서울시  역촌동 70-28,126.905626,37.583932
역촌동 43-54,서울시  역촌동 43-54,126.90791,37.585728
역촌동 11-50,서울시  역촌동 11-50,126.905354,37.5832
역촌동 37-48,서울시  역촌동 37-48,127.075744,37.560824
신사동 17-7,서울시  신사동 17-7,127.087507,37.56989
신사동 29-186,서울시  신사동 29-186,127.091139,37.55515
신사동 24-40,서울시  신사동 24-40,127.076496,37.560443
신사동 6-46,서울시  신사동 6-46,127.095947,37.557142
신사동 349-8,서울시  신사동 349-8,127.085054,37.56314
신사동 211-5,서울시  신사동 211-5,127.076483,37.562371
신사동 22-13,서울시  신사동 22-13,127.08857,37.56069
신사동 6-22,서울시  신사동 6-22,127.081834,37.558016
신사동 270-6,서울시  신사동 270-6,127.084047,37.559411
신사동 33-2,서울시  신사동 33-2,127.07863,37.558991
신사동 283-3,서울시  신사동 283-3,127.081231,37.566616
신사동 171-8,서울시  신사동 171-8,127.091981,37.558517
신사동 11-28,서울시  신사동 11-28,127.087369,37.567285
신사동 18-14,서울시  신사동 18-14,127.084766,37.560759
신사동 270-52,서울시  신사동 270-52,127.09135,37.55917
신사동 236,서울시  신사동 236,127.084752,37.56002
신사동 1-35,서울시  신사동 1-35,127.086926,37.570183
신사동 200-124,서울시  신사동 200-124,127.093499,37.555547
신사동 300-17,서울시  신사동 300-17,127.089797,37.560339
신사동 29-153,서울시  신사동 29-153,127.083865,37.556734
신사동 300-59,서울시  신사동 300-59,127.087764,37.567378
신사동 200-63,서울시  신사동 200-63,127.08441,37.569542
신사동 287-1,서울시  신사동 287-1,127.080492,37.56406
신사동 8-54,서울시  신사동 8-54,127.085626,37.560748
신사동 18-26,서울시  신사동 18-26,127.088124,37.564768
신사동 191-21,서울시  신사동 191-21,127.078657,37.558712
신사동 300-70,서울시  신사동 300-70,127.091314,37.553737
신사동 34-29,서울시  신사동 34-29,127.077772,37.560678
신사동 1-145,서울시  신사동 1-145,127.08533,37.566476
증산동 243-6,서울시  증산동 243-6,127.087032,37.556839
증산동 208-25,서울시  증산동 208-25,127.083894,37.556166
증산동 205-26,서울시  증산동 205-26,127.088758,37.559213
증산동 193-24,서울시  증산동 193-24,127.094391,37.555779
증산동 208-33,서울시  증산동 208-33,127.088264,37.560714
증산동 202-23,서울시  증산동 202-23,127.080089,37.567427
증산동 157-34,서울시  증산동 157-34,127.075131,37.56009
증산동 204-2,서울시  증산동 204-2,127.084464,37.556783
증산동 179-13,서울시  증산동 179-13,127.095224,37.558939
증산동 202-28,서울시  증산동 202-28,127.078917,37.558696
증산동 190-15,서울시  증산동 190-15,127.07961,37.561224
증산동 208-4,서울시  증산동 208-4,127.085504,37.555954
증산동 189-63,서울시  증산동 189-63,127.08977,37.554148
증산동 208-18,서울시  증산동 208-18,127.085878,37.567057
중곡동 624-5,서울시  중곡동 624-5,127.077427,37.560171
중곡동 288-15,서울시  중곡동 288-15,127.093359,37.555915
중곡동 97-8,서울시  중곡동 97-8,127.094454,37.557059
중곡동 624-17,서울시  중곡동 624-17,127.088098,37.560416
중곡동 104-23,서울시  중곡동 104-23,127.083668,37.562634
중곡동 34-29,서울시  중곡동 34-29,127.085545,37.566469
중곡동 253-4,서울시  중곡동 253-4,127.09422,37.555886
중곡동 147-42,서울시  중곡동 147-42,127.093255,37.556058
중곡동 159-28,서울시  중곡동 159-28,127.095062,37.560145
중곡동 51-49,서울시  중곡동 51-49,127.082407,37.552839
중곡동 643-11,서울시  중곡동 643-11,127.082097,37.553179
중곡동 192-2,서울시  중곡동 192-2,127.078283,37.552275
중곡동 75-46,서울시  중곡동 75-46,127.085113,37.552761
중곡동 18-36,서울시  중곡동 18-36,127.083154,37.554719
중곡동 46-1,서울시  중곡동 46-1,127.082538,37.553191
중곡동 68-10,서울시  중곡동 68-10,127.079694,37.554413
중곡동 150-233,서울시  중곡동 150-233,127.078087,37.552589
중곡동 603-6,서울시  중곡동 603-6,127.087128,37.539702
중곡동 104-76,서울시  중곡동 104-76,127.090788,37.552345
중곡동 147-81,서울시  중곡동 147-81,127.087083,37.538756
중곡동 133-1,서울시  중곡동 133-1,127.082548,37.543199
중곡동 180-2,서울시  중곡동 180-2,127.085919,37.54145
중곡동 195-18,서울시  중곡동 195-18,127.095893,37.553249
중곡동 230-11,서울시  중곡동 230-11,127.094956,37.555828
중곡동 149-51,서울시  중곡동 149-51,127.089566,37.549488
중곡동 18-132,서울시  중곡동 18-132,127.086342,37.541111
중곡동 642-10,서울시  중곡동 642-10,127.088298,37.540297
중곡동 113-2,서울시  중곡동 113-2,127.082944,37.543193
중곡동 620-2,서울시  중곡동 620-2,127.094233,37.550101
중곡동 29-38,서울시  중곡동 29-38,127.091531,37.54052
중곡동 122-41,서울시  중곡동 122-41,127.091635,37.546927
중곡동 132-2,서울시  중곡동 132-2,127.090958,37.535551
중곡동 62-12,서울시  중곡동 62-12,127.095908,37.553853
중곡동 104-84,서울시  중곡동 104-84,127.083354,37.542079
중곡동 147-44,서울시  중곡동 147-44,127.090535,37.551712
중곡동 189-41,서울시  중곡동 189-41,127.089504,37.548154
중곡동 634-2,서울시  중곡동 634-2,127.089343,37.548288
중곡동 134-29,서울시  중곡동 134-29,127.087583,37.542292
중곡동 73-104,서울시  중곡동 73-104,127.090078,37.548339
중곡동 648-1,서울시  중곡동 648-1,127.09073,37.552471
중곡동 258-24,서울시  중곡동 258-24,127.088263,37.538477
중곡동 130-19,서울시  중곡동 130-19,127.087919,37.54634
중곡동 94-34,서울시  중곡동 94-34,127.093324,37.550436
중곡동 29-26,서울시  중곡동 29-26,127.09031,37.548863
중곡동 623-3,서울시  중곡동 623-3,127.08621,37.543507
중곡동 106-46,서울시  중곡동 106-46,127.084755,37.543153
중곡동 103-17,서울시  중곡동 103-17,127.09464,37.554799
중곡동 58-1,서울시  중곡동 58-1,127.09362,37.554025
중곡동 32-25,서울시  중곡동 32-25,127.086262,37.543921
중곡동 29-21,서울시  중곡동 29-21,127.093142,37.553318
중곡동 104-67,서울시  중곡동 104-67,127.097202,37.553503
중곡동 106-45,서울시  중곡동 106-45,127.090761,37.535964
중곡동 73-15,서울시  중곡동 73-15,127.085928,37.548073
능동 241-10,서울시  능동 241-10,127.090366,37.535826
능동 240-11,서울시  능동 240-11,127.082365,37.54245
능동 314-5,서울시  능동 314-5,127.090567,37.541693
능동 250-2,서울시  능동 250-2,127.087739,37.539752
능동 238-35,서울시  능동 238-35,127.093841,37.551594
능동 241-27,서울시  능동 241-27,127.086086,37.543542
능동 320-78,서울시  능동 320-78,127.09429,37.551039
능동 314-2,서울시  능동 314-2,127.093574,37.551222
구의동 242-37,서울시  구의동 242-37,127.095002,37.554837
구의동 52-13,서울시  구의동 52-13,127.081609,37.543201
구의동 242-120,서울시  구의동 242-120,127.088521,37.548886
구의동 644-3,서울시  구의동 644-3,127.099358,37.548356
구의동 249-19,서울시  구의동 249-19,127.102932,37.546662
구의동 23-43,서울시  구의동 23-43,127.101022,37.547396
구의동 551-5,서울시  구의동 551-5,127.064479,37.533001
구의동 78-48,서울시  구의동 78-48,127.083731,37.534396
구의동 248-1,서울시  구의동 248-1,127.080993,37.528815
구의동 241-73,서울시  구의동 241-73,127.076649,37.53061
구의동 645-2,서울시  구의동 645-2,127.088828,37.53111
구의동 45-18,서울시  구의동 45-18,127.080511,37.538561
구의동 209-23,서울시  구의동 209-23,127.063445,37.536066
구의동 60-88,서울시  구의동 60-88,127.08504,37.530027
구의동 593-2,서울시  구의동 593-2,127.088223,37.531538
구의동 21-24,서울시  구의동 21-24,127.080416,37.534334
구의동 254-42,서울시  구의동 254-42,127.078316,37.53858
구의동 53-3,서울시  구의동 53-3,127.076015,37.537021
구의동 70-1,서울시  구의동 70-1,127.074075,37.531104
구의동 70-2,서울시  구의동 70-2,127.077065,37.53538
구의동 239-111,서울시  구의동 239-111,127.077643,37.537196
구의동 72-9,서울시  구의동 72-9,127.075807,37.536497
구의동 52-14,서울시  구의동 52-14,127.080528,37.534443
구의동 243-3,서울시  구의동 243-3,127.076764,37.530449
구의동 65-28,서울시  구의동 65-28,127.077332,37.533913
구의동 56-21,서울시  구의동 56-21,127.080684,37.538292
구의동 71-4,서울시  구의동 71-4,127.082092,37.536077
구의동 237-1,서울시  구의동 237-1,127.063634,37.53449
구의동 236-47,서울시  구의동 236-47,127.079939,37.534465
구의동 560-1,서울시  구의동 560-1,127.076854,37.534189
구의동 27-6,서울시  구의동 27-6,127.081769,37.533786
구의동 235-3,서울시  구의동 235-3,127.079486,37.535453
구의동 30-5,서울시  구의동 30-5,127.080534,37.529334
구의동 23-29,서울시  구의동 23-29,127.081351,37.529115
구의동 591-21,서울시  구의동 591-21,127.082243,37.533916
구의동 617-24,서울시  구의동 617-24,127.087937,37.531797
구의동 591-15,서울시  구의동 591-15,127.081635,37.531794
구의동 648-6,서울시  구의동 648-6,127.07776,37.535953
구의동 224-19,서울시  구의동 224-19,127.065928,37.540176
구의동 242-98,서울시  구의동 242-98,127.070771,37.535673
구의동 33-67,서울시  구의동 33-67,127.087042,37.53289
구의동 237-52,서울시  구의동 237-52,127.084441,37.531788
구의동 45-5,서울시  구의동 45-5,127.071502,37.531426
구의동 46-2,서울시  구의동 46-2,127.067605,37.539081
구의동 560-12,서울시  구의동 560-12,127.080062,37.529096
구의동 650-1,서울시  구의동 650-1,127.083087,37.532436
구의동 79-3,서울시  구의동 79-3,127.083478,37.530033
광장동 383,서울시  광장동 383,127.084837,37.530863
광장동 247-13,서울시  광장동 247-13,127.082225,37.539052
광장동 388-4,서울시  광장동 388-4,127.083083,37.529075
자양동 84-10,서울시  자양동 84-10,127.064739,37.53577
자양동 628-20,서울시  자양동 628-20,127.072687,37.546312
자양동 647-24,서울시  자양동 647-24,127.070144,37.545156
자양동 598-26,서울시  자양동 598-26,127.071935,37.545837
자양동 689-4,서울시  자양동 689-4,127.069457,37.546719
자양동 771-23,서울시  자양동 771-23,127.068759,37.547317
자양동 52-203,서울시  자양동 52-203,127.067249,37.545899
자양동 667-15,서울시  자양동 667-15,127.072907,37.545935
자양동 688-8,서울시  자양동 688-8,127.066871,37.545374
자양동 622-7,서울시  자양동 622-7,127.072824,37.546223
자양동 225-14,서울시  자양동 225-14,127.069413,37.545664
자양동 227-153,서울시  자양동 227-153,127.07067,37.543791
자양동 585-16,서울시  자양동 585-16,127.070197,37.544499
자양동 806-3,서울시  자양동 806-3,127.067156,37.542484
자양동 797-6,서울시  자양동 797-6,127.067481,37.542684
