주소,경도,위도
천호동 167-126,126.882074,37.544724
천호동 221-51,126.87741499999998,37.545995
천호동 55-14,126.8728,37.523272
천호동 227-7,126.863541,37.543015000000004
천호동 46-23,126.88161000000001,37.544674
천호동 337-53,126.872955,37.544592
천호동 321-18,126.88168,37.544548999999996
천호동 167-40,126.87244199999999,37.544794
천호동 163-28,126.87571200000001,37.544114
천호동 86-44,126.875722,37.544952
천호동 39-20,126.864175,37.549734
천호동 32-7,126.86873899999999,37.534504999999996
천호동 358-5,126.866644,37.534602
천호동 167-97,126.87736699999999,37.522757
천호동 276,126.863551,37.543826
천호동 337-56,126.866534,37.541179
천호동 330,126.866153,37.542392
천호동 40-2,126.87394599999999,37.545665
목동 728-17,126.86501100000001,37.547552
목동 784-10,126.88051499999999,37.54379
목동 324-48,126.870749,37.53775
목동 741-16,126.870515,37.542037
목동 502-16,126.88033899999999,37.544158
목동 405-521,126.86901100000001,37.546465000000005
목동 537-30,126.87337600000001,37.543695
목동 725-10,126.872378,37.54456
목동 315-36,126.876258,37.544651
목동 719-37,126.874357,37.544632
목동 554-7,126.86941200000001,37.546162
목동 537-21,126.872483,37.524035
목동 231-65,126.866652,37.543071999999995
목동 506-13,126.880523,37.544727
목동 723-19,126.880946,37.545947999999996
목동 785-6,126.865555,37.536304
목동 318-153,126.86509699999999,37.547833000000004
목동 728-2,126.869801,37.545859
목동 498-7,126.873052,37.54417
목동 717-23,126.869772,37.546301
목동 324-158,126.87706299999999,37.546073
목동 544-4,126.8749,37.545386
목동 794-14,126.86625,37.53522
목동 521-1,126.870857,37.544121999999994
목동 744-9,126.86919099999999,37.544295
목동 601-3,126.87233300000001,37.543018
목동 555-1,126.86441299999998,37.537734
목동 522-8,126.87088999999999,37.541905
목동 538-18,126.86809,37.548285
목동 535-8,126.881143,37.544111
목동 503-2,126.868352,37.534655
목동 543-1,126.86473000000001,37.539999
목동 318-99,126.87657,37.544969
목동 526-38,126.869593,37.545407
목동 524-5,126.875247,37.544181
목동 639-10,126.872993,37.545043
목동 646-30,126.869873,37.545617
목동 607-20,126.865025,37.536218
목동 553-33,126.867732,37.540478
목동 538-29,126.87003,37.546438
목동 727-9,126.869425,37.544540000000005
목동 527-15,126.86501200000001,37.535533
목동 531-16,126.873276,37.543514
목동 785-7,126.873135,37.545396000000004
목동 604-9,126.87186499999999,37.544086
목동 527-13,126.864893,37.535919
목동 524-20,126.87458400000001,37.54459
목동 497-4,126.877844,37.546034999999996
목동 324-112,126.86956799999999,37.542559000000004
목동 324-121,126.86476100000002,37.544658
목동 534-29,126.87098700000001,37.537779
목동 131-56,126.87181299999999,37.543779
목동 547-5,126.865358,37.534401
목동 324-87,126.869533,37.544847999999995
목동 732-5,126.865874,37.542155
목동 131-37,126.881129,37.545066
목동 546-8,126.86711799999999,37.538427
목동 804-30,126.866418,37.542836
목동 642-6,126.864896,37.537226000000004
목동 522-2,126.83725700000001,37.527532
목동 717-52,126.83459599999999,37.537894
목동 760-25,126.84238899999998,37.521239
목동 760-34,126.83166499999999,37.540785
목동 231-222,126.83511200000001,37.522870000000005
목동 505-15,126.83584599999999,37.527347
목동 721-10,126.83158600000002,37.519745
목동 745-5,126.84974,37.525059000000006
목동 525-3,126.837422,37.527091999999996
목동 324-177,126.830946,37.520865
목동 318-222,126.835371,37.529496
목동 42-109,126.831562,37.520538
목동 775-2,126.83543799999998,37.523018
목동 42-16,126.83474199999999,37.524101
목동 131-11,126.84203799999999,37.521245
목동 521-33,126.82948,37.538717999999996
목동 405-477,126.849198,37.523495000000004
목동 324-206,126.833799,37.538184
목동 131-24,126.828029,37.530883
목동 534-23,126.834465,37.522296000000004
목동 131-25,126.846915,37.525599
목동 533-16,126.826174,37.540298
목동 537-27,126.84214899999999,37.521363
목동 538-3,126.847715,37.525057000000004
목동 613-1,126.84219399999999,37.52285
목동 771-26,126.836809,37.515562
목동 779-37,126.83448899999999,37.528757
목동 404-63,126.83162800000001,37.530116
목동 324-75,126.828377,37.541239000000004
목동 318-202,126.84426100000002,37.524555
목동 318-100,126.832765,37.521784000000004
목동 526-20,126.833502,37.528945
목동 619-19,126.83332800000001,37.535044
목동 131-50,126.84458899999998,37.52381
목동 756-7,126.830975,37.521226
목동 231-270,126.82574199999999,37.534599
목동 131-66,126.84726299999998,37.525017
목동 500-21,126.84549299999999,37.525351
목동 543-12,126.84186799999999,37.521260999999996
목동 533-15,126.84265400000001,37.526044
목동 538-10,126.833104,37.537772
목동 537-3,126.83716799999999,37.527432
목동 505-12,126.83066799999999,37.540135
목동 405-9,126.83193700000001,37.540751
목동 318-90,126.837934,37.524015000000006
목동 128-47,126.843782,37.521856
목동 124-10,126.83795,37.526647
목동 733-13,126.83501100000001,37.528672
목동 619-8,126.83460900000001,37.534101
목동 505-8,126.831998,37.538301000000004
목동 534-50,126.845078,37.525878999999996
목동 504-7,126.83442600000001,37.531315
목동 521-38,126.838656,37.525581
목동 525-8,126.833973,37.534284
목동 780-16,126.830845,37.538209
목동 546-1,126.837616,37.515344
목동 548-9,126.83891799999999,37.522565
목동 557,126.831474,37.52042
목동 729-1,126.835171,37.520528000000006
목동 231-30,126.827627,37.541394
목동 601-4,126.834677,37.528281
목동 131-117,126.83790900000001,37.523457
목동 771-34,126.833128,37.520967999999996
목동 720-5,126.834575,37.523928000000005
목동 523-26,126.84329299999999,37.525690000000004
목동 499-15,126.839196,37.516279
목동 537-31,126.83770700000001,37.518966999999996
목동 534-5,126.83461799999999,37.523343
목동 499-1,126.838567,37.52185
목동 733-17,126.83783000000001,37.519040999999994
목동 318-238,126.836247,37.526998999999996
목동 504-11,126.832269,37.531069
목동 548-6,126.82978200000001,37.522268
목동 781-5,126.837827,37.5236
목동 544-1,126.84656799999999,37.524623
목동 528-27,126.83555600000001,37.530696
목동 533-20,126.83142600000001,37.538701
목동 734-6,126.848032,37.526511
목동 537-11,126.825626,37.534805
목동 521-8,126.84658400000001,37.526515
목동 42-89,126.83534399999999,37.522494
목동 641-9,126.835673,37.516622999999996
목동 756-18,126.84196499999999,37.522334
목동 546-20,126.832647,37.522079999999995
목동 786-7,126.841027,37.522956
목동 499-7,126.834726,37.528038
목동 318-104,126.83606100000002,37.528772
목동 128-29,126.83249599999999,37.520853
목동 740-26,126.84073400000001,37.52143
목동 318-94,126.843225,37.520579999999995
목동 728-5,126.83190800000001,37.524497
신월동 242-8,126.84651299999999,37.526703999999995
신월동 88-13,126.824652,37.534859000000004
신월동 516-6,126.84323700000002,37.51977
신월동 20-18,126.832151,37.522688
신월동 964-8,126.835601,37.52128
신월동 218-7,126.83155900000001,37.535242
신월동 957-9,126.83563899999999,37.522479
신월동 474-10,126.843511,37.524052000000005
신월동 242-14,126.835269,37.52225
신월동 947-5,126.833757,37.532903000000005
신월동 226-24,126.83570800000001,37.522363
신월동 947-9,126.832618,37.531207
신월동 965-6,126.89626200000001,37.526413
신월동 926-17,126.899704,37.522391
신월동 516-3,126.89784099999999,37.522157
신월동 58-1,126.898698,37.523111
신월동 505-5,126.89716299999999,37.523628
신월동 68-4,126.897694,37.522165
신월동 195-31,126.89984299999999,37.522176
신월동 962-8,126.899847,37.52268
신월동 468-12,126.89941699999999,37.521883
신월동 29-4,126.89768500000001,37.521966
신월동 516-4,126.898443,37.522018
신월동 477-3,126.899424,37.522208
신월동 444-5,126.89856499999999,37.521361999999996
신월동 1005-1,126.89780900000001,37.532032
신월동 221-8,126.904191,37.533488
신월동 205-54,126.90598100000001,37.533369
신월동 13-2,126.90024,37.535956
신월동 485-5,126.90564599999999,37.532294
신월동 931-9,126.905602,37.533716999999996
신월동 223-16,126.903529,37.533896
신월동 102-2,126.90341200000002,37.534157
신월동 488-18,126.905902,37.532567
신월동 945-1,126.90378600000001,37.534115
신월동 157-45,126.903934,37.534071000000004
신월동 478-30,126.903849,37.533656
신월동 466-24,126.901785,37.53552
신월동 516-1,126.900943,37.536629
신월동 461-18,126.904031,37.533604
신월동 85-18,126.907517,37.528906
신월동 242-9,126.899151,37.511528000000006
신월동 17-5,126.903472,37.508441
신월동 20-17,126.896022,37.509724
신월동 421-1,126.908293,37.510559
신월동 513-10,126.89728000000001,37.510339
신월동 244-4,126.89728400000001,37.508492
신월동 221-12,126.899702,37.506325
신월동 106-6,126.891727,37.520226
신월동 72-2,126.89206200000001,37.520472
신월동 466-5,126.88863500000001,37.525044
신월동 124-30,126.88416000000001,37.5262
신월동 411-10,126.897465,37.538462
신월동 102-24,126.89645700000001,37.538525
신월동 75-1,126.895801,37.538509999999995
신월동 1011-5,126.89787700000001,37.536646000000005
신월동 434-3,126.896452,37.537308
신월동 947-1,126.89658600000001,37.537436
신월동 972-16,126.895946,37.538637
신월동 13-17,126.89448200000001,37.536668
신월동 220-3,126.897793,37.537708
신월동 420-8,126.897521,37.534651000000004
신월동 954-6,126.89676000000001,37.537185
신월동 925-27,126.89563500000001,37.538265
신월동 462-5,126.895518,37.538515999999994
신월동 1007-3,126.896702,37.538032
신월동 995-1,126.894691,37.540923
신월동 927-6,126.893599,37.538967
신월동 439-23,126.894153,37.538981
신월동 995-18,126.89431299999998,37.538919
신월동 218-17,126.892728,37.541995
신월동 131-8,126.891259,37.537323
신월동 911-19,126.888874,37.544013
신월동 420-7,126.89142700000001,37.541992
신월동 479-22,126.89196299999999,37.542483000000004
신월동 122-2,126.891251,37.542441
신월동 61-11,126.891815,37.542581
신월동 470-11,126.89138100000001,37.542829
신월동 155-5,126.915581,37.514257
신월동 457-11,126.915802,37.497409000000005
신월동 964-19,126.9166,37.510275
신월동 983-8,126.916409,37.512489
신월동 443-6,126.91876699999999,37.514502
신월동 932-12,126.91583700000001,37.497310999999996
신월동 442-1,126.915917,37.516828000000004
신월동 220-22,126.91431200000001,37.510443
신월동 231-5,126.903601,37.502685
신월동 955-1,126.915012,37.516802
신월동 519-20,126.91621299999998,37.515867
신월동 533-9,126.919385,37.510841
신월동 916-2,126.91897900000001,37.500592
신월동 457-2,126.913573,37.499047
신월동 151-9,126.919046,37.500602
신월동 535-5,126.920151,37.500882
신월동 933-9,126.914098,37.505683000000005
신월동 974-9,126.921146,37.511866
신월동 98-43,126.91679599999999,37.500599
신월동 965-3,126.92023700000001,37.510587
신월동 487-4,126.92081100000001,37.516323
신월동 964-4,126.901568,37.502477
신월동 108-19,126.90830700000001,37.506504
신월동 965-12,126.921821,37.512944
신월동 132-16,126.92265800000001,37.515304
영등포동 602-109,126.916339,37.497793
영등포동 620-459,126.91988300000001,37.513206
영등포동 620-303,126.919578,37.512392
영등포동 571-8,126.90464399999999,37.506389
영등포동 620-245,126.917004,37.498736
영등포동 618-43,126.91372199999999,37.514519
영등포동 646-11,126.91256200000001,37.499317
영등포동 631-8,126.90948200000001,37.493378
영등포동1가 29,126.90821000000001,37.500718
영등포동1가 22-1,126.917928,37.510728
영등포동1가 55,126.920825,37.508241
영등포동1가 46,126.89971899999999,37.499054
영등포동1가 57,126.898307,37.504312
영등포동1가 92-4,126.89729799999999,37.48912
영등포동1가 65-2,126.90486200000001,37.495344
영등포동1가 79-3,126.90704199999999,37.497085
영등포동2가 94-154,126.904647,37.489188
영등포동2가 29-58,126.90283400000001,37.487874
영등포동2가 28-121,126.90268799999998,37.497063
영등포동2가 94-129,126.901844,37.491388
영등포동2가 440,126.903866,37.487658
영등포동2가 28-151,126.9029,37.490342999999996
영등포동2가 238,126.900341,37.490545000000004
영등포동2가 94-212,126.901257,37.500555
영등포동4가 117-5,126.89768400000001,37.488213
영등포동4가 117-7,126.900751,37.492657
영등포동5가 88,126.89827,37.489102
영등포동5가 82-1,126.90333899999999,37.491987
영등포동5가 33-55,126.89616399999998,37.491578000000004
영등포동6가 52-14,126.98068300000001,37.548842
영등포동6가 47-6,126.975467,37.549580999999996
영등포동6가 148,126.98038700000001,37.548966
영등포동6가 22-1,126.978711,37.548212
영등포동7가 94-61,126.98101299999999,37.549548
영등포동7가 94-62,126.98116499999999,37.547503999999996
영등포동7가 80-1,126.976882,37.554522
영등포동7가 106,126.98119299999999,37.549657
영등포동7가 94-52,126.98271000000001,37.548751
영등포동7가 94-369,126.97394399999999,37.548414
영등포동7가 29-47,126.97864399999999,37.549852
영등포동7가 29-53,126.978876,37.54861
영등포동8가 31-4,126.980085,37.54708
영등포동8가 45-8,126.979845,37.550583
당산동1가 185-83,126.978695,37.548590999999995
당산동1가 256-215,126.97953100000001,37.549535
당산동1가 223-12,126.98005,37.547115999999995
당산동1가 312,126.97809099999999,37.549739
당산동1가 256-8,126.97871299999998,37.546401
당산동1가 150-4,126.978102,37.548946
당산동1가 186-63,126.979774,37.547465
당산동1가 137,126.979975,37.546836
당산동1가 256-85,126.97703,37.551964
당산동1가 256-202,126.97898,37.552603000000005
당산동1가 140-1,126.978773,37.546996
당산동1가 59,126.97927299999999,37.549316
당산동5가 7-4,126.982302,37.549667
당산동6가 237-10,126.97818000000001,37.551469
당산동6가 110-66,126.97901,37.54626
당산동6가 344-10,126.977725,37.546708
당산동6가 1-3,126.99019299999999,37.532615
당산동6가 110-82,126.972625,37.546384
당산동6가 237-23,126.97333300000001,37.547589
당산동6가 237-45,126.973679,37.547105
당산동6가 9-1,126.97298,37.54691
당산동6가 237-25,126.97288600000002,37.546369
당산동6가 237-17,126.97303899999999,37.54591
당산동6가 237-12,126.974576,37.546085999999995
당산동6가 335-3,126.97273,37.5478
당산동6가 350-8,126.97265,37.549538
당산동6가 237-11,126.974753,37.549656
당산동 121-72,126.973707,37.549214
도림동 195-9,126.97468400000001,37.551439
도림동 140-3,126.965471,37.551503000000004
도림동 202-43,126.96420900000001,37.551906
도림동 39-6,126.965025,37.551796
도림동 205-6,126.96898999999999,37.549046999999995
도림동 229-9,126.966349,37.549357
도림동 250-17,126.96768200000001,37.547035
문래동3가 82-10,126.96913700000002,37.549048
문래동3가 81,126.96723200000001,37.548518
양평동1가 222-8,126.96773799999998,37.549603999999995
양평동3가 30-14,126.966575,37.550999
양평동4가 317-3,126.96713600000001,37.550526
양평동4가 235-1,126.969154,37.547021
양평동4가 224-1,126.96511000000001,37.547265
양평동4가 160-2,126.96894499999999,37.545776000000004
양평동4가 180-2,126.96871599999999,37.546765
양평동4가 165,126.96598,37.546561
양평동4가 223-2,126.96491699999999,37.543226000000004
양평동4가 87,126.967373,37.543221
양평동4가 272-1,126.964398,37.543141
양평동4가 32-6,126.96763,37.543421
양평동4가 182-1,126.964501,37.543088
양평동4가 225-1,126.96721799999999,37.543814000000005
양평동4가 216,126.966692,37.543377
양평동4가 246,126.96495700000001,37.541136
양평동5가 121-4,126.96520600000001,37.541157
양평동5가 70-1,126.966594,37.538996999999995
양평동5가 87-3,126.96686399999999,37.539937
양평동5가 87-1,126.96947,37.53886
양평동5가 132-1,126.968303,37.541418
양평동5가 8-2,126.96483799999999,37.540802
양평동6가 88-1,126.968355,37.540914
양평동6가 13-2,126.965469,37.540943
양평동6가 20-5,126.96373899999999,37.53763
양평동6가 16-2,126.962928,37.537325
양평동6가 20-4,126.964019,37.537848
양평동6가 20-1,126.95501399999999,37.536885999999996
신길동 187-15,126.954844,37.535236
신길동 4431,126.956428,37.535277
신길동 150-3,126.95351399999998,37.535709999999995
신길동 163-10,126.954277,37.535365999999996
신길동 98-15,126.954902,37.536813
신길동 4432,126.955009,37.536426
신길동 32-11,126.95241000000001,37.534538
신길동 158-29,126.955032,37.533120000000004
신길동 355-144,126.955781,37.533775
신길동 35,126.95533200000001,37.532699
신길동 47-10,126.95298000000001,37.534264
신길동 92-182,126.95303799999999,37.534156
신길동 621-3,126.951875,37.533146
신길동 3923,126.953746,37.532901
신길동 621-8,126.958825,37.541119
신길동 625-1,126.96406699999999,37.541678000000005
신길동 4917-5,126.96455800000001,37.542187
신길동 89-119,126.95933799999999,37.543259
신길동 2355,126.959061,37.541193
신길동 89-19,126.961176,37.541265
신길동 16-9,126.963567,37.541854
신길동 355-128,126.96310600000001,37.543256
신길동 262-5,126.96103799999999,37.541416999999996
신길동 71-11,126.96008799999998,37.541409
신길동 8-50,126.96333600000001,37.543014
신길동 4378-2,126.962829,37.542037
신길동 95-288,126.959445,37.541232
신길동 95-270,126.96234399999999,37.540321
신길동 311-5,126.964044,37.540903
신길동 4060,126.963682,37.543341999999996
신길동 189-10,126.962445,37.537934
신길동 3829,126.95801200000001,37.536877000000004
신길동 4828,126.959216,37.537419
신길동 253-259,126.962131,37.537696999999994
신길동 117-15,126.96274199999999,37.537675
신길동 458-13,126.96018000000001,37.538824
대림동 686-9,126.95900300000001,37.537273
대림동 1118-8,126.961353,37.538303000000006
대림동 1116-24,126.956896,37.538253999999995
대림동 895-4,126.956551,37.536981
대림동 907-35,126.959977,37.53884
대림동 990-35,126.95849799999999,37.537782
대림동 993-63,126.958176,37.538094
대림동 751-46,126.958611,37.538603
대림동 1032-25,126.957552,37.538215
대림동 993-4,126.957448,37.538439000000004
대림동 1020-9,126.96175600000001,37.53782
대림동 1075-67,126.961952,37.538344
대림동 676-19,126.957222,37.538365
대림동 1116-41,126.962351,37.538185
대림동 832-2,126.95745900000001,37.536773
대림동 1066-87,126.956855,37.537957
대림동 863-9,126.96236,37.538292999999996
대림동 1116-7,126.957167,37.538247999999996
후암동 322,126.957453,37.538034
후암동 123-4,126.961552,37.537836
후암동 303-1,126.97051699999999,37.53759
후암동 244-117,126.966144,37.534704
후암동 334-2,126.96513,37.535218
후암동 265-1,126.96551799999999,37.534996
후암동 444-13,126.972369,37.534542
후암동 334-20,126.973197,37.531954999999996
후암동 399-1,126.97249199999999,37.53467
후암동 142-13,126.972571,37.531372999999995
후암동 55-50,126.967455,37.530733000000005
후암동 244-171,126.972752,37.532185
후암동 254-9,126.963943,37.526098
후암동 48-15,126.96461599999999,37.524879
후암동 244-101,126.961373,37.524625
후암동 55-9,126.95535,37.525734
후암동 254-8,126.95452399999999,37.52661
후암동 244-85,126.958506,37.523383
후암동 255-30,126.974595,37.520758
후암동 244-107,126.960081,37.523154
후암동 278-3,126.99233500000001,37.541635
후암동 254-21,126.993673,37.538042
후암동 1-43,126.99463100000001,37.539986999999996
후암동 30-6,126.989779,37.539865
후암동 252-4,126.99359199999999,37.538987
후암동 244-79,126.992326,37.538949
후암동 352-28,126.989681,37.535368
후암동 30-180,126.99109299999999,37.542219
후암동 254-50,126.988973,37.535028000000004
후암동 201,126.98990500000001,37.536388
용산동2가 1-202,127.004218,37.529579999999996
용산동2가 40-2,127.00534499999999,37.531617
용산동2가 5-1134,127.002024,37.532959000000005
용산동2가 36-19,127.00499199999999,37.528406
용산동2가 1-633,127.00887900000001,37.530512
용산동2가 46-3,127.002031,37.5375
용산동2가 5-1451,127.00314399999999,37.538005
용산동2가 39,127.006179,37.529299
용산동2가 12-2,127.00230900000001,37.537836
용산동2가 5-71,127.01138300000001,37.534524
용산동2가 41-11,127.009971,37.533449
용산동2가 1-1933,127.00133799999999,37.532601
용산동2가 44-5,127.002284,37.537178000000004
용산동2가 1-565,126.99973700000001,37.533894000000004
용산동2가 1-226,127.01316899999999,37.533791
갈월동 14-14,127.00324499999999,37.531329
갈월동 7-13,127.002677,37.544182
갈월동 7-30,126.995398,37.523297
갈월동 7-68,126.99703899999999,37.523293
갈월동 14-6,126.99521299999999,37.52107
갈월동 34-20,126.99571399999999,37.52166
갈월동 51-22,126.997576,37.522018
갈월동 7-172,126.99794399999999,37.524112
갈월동 5-7,126.998834,37.522705
동자동 21-14,127.00145900000001,37.528638
동자동 22-42,127.00260300000001,37.528494
동자동 35-41,127.002176,37.530032
서계동 247-15,127.001073,37.531265999999995
서계동 245-11,127.003279,37.529571999999995
서계동 252-58,127.00021299999999,37.529546
청파동1가 132-10,127.03376200000001,37.648483
청파동1가 7-17,127.013384,37.651270000000004
청파동1가 98-21,127.018758,37.656279
청파동1가 132-25,127.02866399999999,37.650126
청파동1가 89-17,127.02291100000001,37.653277
청파동1가 1-12,127.01768,37.65718
청파동1가 1-38,127.03501899999999,37.650259999999996
청파동1가 1-22,127.03353899999999,37.65077
청파동1가 104-1,127.035853,37.65415
청파동2가 1-79,127.03566599999999,37.652842
청파동2가 33-2,127.02441499999999,37.650946999999995
청파동2가 11-1,127.023316,37.650001
청파동2가 3-7,127.01746999999999,37.656836
청파동3가 132-31,127.031777,37.645142
청파동3가 118-79,127.014812,37.650408
청파동3가 132-87,127.03723500000001,37.660323999999996
청파동3가 118-162,127.03168400000001,37.651377000000004
청파동3가 132-88,127.039052,37.660942999999996
청파동3가 118-23,127.03805,37.65952
청파동3가 118-28,127.022971,37.652143
원효로1가 17-121,127.022275,37.654245
원효로1가 17-43,127.014366,37.659243
원효로1가 27-10,127.03773799999999,37.658274
원효로1가 83-14,127.03042099999999,37.651771999999994
원효로1가 120-22,127.015474,37.654306
원효로1가 17-2,127.017354,37.657007
원효로1가 17-57,127.022571,37.654121999999994
원효로1가 12-10,127.037672,37.655444
원효로1가 17-136,127.029757,37.647937
원효로2가 7-5,127.018575,37.649448
원효로2가 78-9,127.021374,37.651183
원효로2가 8-1,127.04504399999999,37.66565
신창동 77-29,127.03038899999999,37.668215000000004
신창동 56-12,127.03284,37.666289
신창동 2-3,127.04121699999999,37.663528
신창동 82-16,127.04456299999998,37.668682000000004
신창동 56-17,127.03634299999999,37.663596999999996
신창동 77-30,127.036374,37.668209999999995
신창동 77-42,127.03674299999999,37.668619
산천동 38-1,127.03556699999999,37.668402
원효로3가 251-7,127.02423600000002,37.661127
원효로3가 184-1,127.03886000000001,37.665257000000004
원효로3가 277-30,127.03181299999999,37.669425
원효로4가 66-5,127.03626899999999,37.66401
원효로4가 66-16,127.039674,37.668958
원효로4가 123-6,127.045303,37.663156
원효로4가 97-1,127.040327,37.662232
효창동 5-212,127.041758,37.669092
효창동 5-291,127.04146499999999,37.663674
효창동 5-676,127.03653100000001,37.668292
효창동 261,127.03591999999999,37.670008
효창동 5-309,127.037097,37.666647999999995
효창동 5-477,127.03561499999999,37.667285
효창동 5-394,127.032518,37.664845
효창동 2-14,127.030666,37.66346
효창동 5-254,127.03828700000001,37.669271
효창동 127-12,127.03305800000001,37.666084000000005
효창동 2-17,127.03803500000001,37.66944
효창동 5-23,127.03469299999999,37.664061
효창동 5-207,127.039557,37.669227
효창동 5-97,127.036748,37.669916
효창동 5-15,127.04240800000001,37.637012
효창동 1-1,127.043977,37.633961
용문동 1-38,127.037268,37.650755
용문동 38-51,127.03961799999999,37.639007
용문동 39,127.034916,37.642492
용문동 1-79,127.038308,37.635978
용문동 1-120,127.040456,37.656674
용문동 32-68,127.038771,37.644929
용문동 38-29,127.038094,37.640346
용문동 8-1,127.03731,37.638736
용문동 38-244,127.03756499999999,37.640919
용문동 38-44,127.038214,37.647727
용문동 32-42,127.040128,37.654833
용문동 38-208,127.03506000000002,37.644457
용문동 38-198,127.04083700000001,37.656966
용문동 36-9,127.03661899999999,37.640433
용문동 38-256,127.04224599999999,37.654941
용문동 38-249,127.037421,37.641557
용문동 1-108,127.03728999999998,37.641187
용문동 5-89,127.043893,37.654666
용문동 38-250,127.04095900000002,37.657219
용문동 5-19,127.03894299999999,37.642109999999995
용문동 38-60,127.03465200000001,37.647112
용문동 38-247,127.038023,37.647572
용문동 5-134,127.03978300000001,37.644631
용문동 38-252,127.04416200000001,37.661074
용문동 38-257,127.036969,37.645815
용문동 1-99,127.034623,37.642381
문배동 10-3,127.040499,37.656783000000004
신계동 8-15,127.041665,37.655134000000004
신계동 1-218,127.037173,37.640546
신계동 8-3,127.041,37.64255
한강로1가 291-3,127.03649399999999,37.638774
한강로1가 218-2,127.039895,37.643848
한강로1가 291-1,127.047375,37.668642
한강로2가 52-1,127.03093899999999,37.561231
한강로2가 2-194,127.02920300000001,37.560703000000004
한강로2가 21,127.031345,37.560522
용산동3가 6-10,127.029875,37.562123
한강로3가 40-139,127.03223100000001,37.565476000000004
한강로3가 65-156,127.03146699999999,37.56593
한강로3가 40-23,127.03586200000001,37.565721999999994
이촌동 203-39,127.032192,37.5659
이촌동 206-9,127.034058,37.562536
이촌동 196-8,127.032348,37.564378000000005
이촌동 301-153,127.03413700000002,37.56433
이촌동 192-1,127.03041200000001,37.565272
이태원동 258-318,127.04118400000002,37.563774
이태원동 207-13,127.04208,37.562773
이태원동 5-28,127.03951399999998,37.563390999999996
이태원동 225-46,127.045569,37.566964
이태원동 231-12,127.040405,37.565381
이태원동 212-3,127.040201,37.565397
이태원동 181-38,127.04276899999999,37.562886
이태원동 260-226,127.039703,37.563618
이태원동 453-1,127.03921299999999,37.563010999999996
이태원동 193-57,127.044615,37.568145
한남동 570-5,127.04591200000002,37.566741
한남동 616-2,127.047451,37.561392
한남동 653-17,127.047618,37.560790000000004
한남동 568-228,127.04684499999999,37.561018
한남동 488,127.04826899999999,37.562967
한남동 683-1,127.04661200000001,37.56335
한남동 729-21,127.029825,37.559906
한남동 557-39,127.039526,37.561589
한남동 682-11,127.03402,37.561067
한남동 1-257,127.041467,37.56029
한남동 1-314,127.04118899999999,37.561639
한남동 653-80,127.037259,37.562706
한남동 684-3,127.036679,37.558521
한남동 686-19,127.04058400000001,37.560283
한남동 11-295,127.03078300000001,37.558445
한남동 620-65,127.04051899999999,37.561823
한남동 726-499,127.039809,37.558952000000005
동빙고동 224-1,127.040458,37.5613
동빙고동 38-34,127.03063,37.558904
동빙고동 183-1,127.04008300000001,37.561423
동빙고동 149-2,127.041372,37.556171
주성동 58-2,127.03021799999999,37.560162
주성동 1-7,127.029301,37.559271
주성동 34-4,127.03266200000002,37.548838
보광동 9-8,127.03113300000001,37.552402
보광동 2-1,127.03291399999999,37.549425
보광동 3-336,127.030076,37.551907
보광동 265-814,127.030717,37.553039
보광동 3-93,127.03023999999999,37.552287
보광동 265-39,127.02956699999999,37.553633000000005
쌍문동 88-108,127.03166999999999,37.552848
쌍문동 423-2,127.024428,37.556294
쌍문동 486-18,127.020476,37.557306
쌍문동 315-76,127.02379599999999,37.556144
쌍문동 460-53,127.02081899999999,37.557003
쌍문동 524-3,127.018897,37.553428000000004
쌍문동 88-129,127.021875,37.552407
쌍문동 143-46,127.01969799999999,37.551902
쌍문동 75-37,127.02113,37.551401
쌍문동 81-60,127.020156,37.548860999999995
쌍문동 286,127.019853,37.551246
쌍문동 286-30,127.02437900000001,37.548725
쌍문동 524-39,127.02511200000001,37.548956
쌍문동 103-244,127.019972,37.550833000000004
쌍문동 420-29,127.02106299999998,37.548742
쌍문동 26-90,127.02303,37.550615
쌍문동 137-91,127.024525,37.549717
쌍문동 710-28,127.015018,37.547989
쌍문동 31-46,127.021294,37.547501000000004
쌍문동 460-16,127.01864199999999,37.54783
쌍문동 460-243,127.047398,37.545164
쌍문동 512-19,127.04646100000001,37.545885999999996
쌍문동 21-16,127.048047,37.544818
쌍문동 137-160,127.04724499999999,37.538486
쌍문동 427-42,127.049927,37.541166
쌍문동 523-23,127.05066399999998,37.537487
쌍문동 460-256,127.05074099999999,37.539396999999994
쌍문동 669-5,127.047475,37.54175
쌍문동 315-47,127.05005700000001,37.54788
쌍문동 435-1,127.05044299999999,37.537015999999994
쌍문동 456-5,127.041555,37.547216
방학동 715-5,127.045749,37.550188
방학동 611-16,127.045751,37.548303999999995
방학동 619-27,127.045849,37.551234
방학동 680-20,127.045275,37.550084999999996
방학동 718-12,127.046989,37.537295
방학동 694-13,127.04608600000002,37.546875
방학동 628-17,127.04697,37.539664
방학동 627-2,127.051748,37.53672
방학동 621-7,127.06066200000001,37.539639
방학동 462-1,127.051111,37.544149
방학동 699-14,127.05621399999998,37.548704
방학동 398-10,127.056871,37.548673
방학동 694-26,127.053995,37.548758
방학동 646-5,127.056114,37.535106
방학동 713-6,127.053766,37.549901
방학동 676-41,127.05445900000001,37.547005
방학동 650-38,127.05096499999999,37.544058
방학동 680-31,127.053615,37.549296000000005
