가게,주소,도로명주소,경도,위도
지에스안과의원,역삼동 825-15,"서울 강남구 강남대로 390 미진프라자 15, 16층",127.0285867,37.49784444
리피부과의원,상봉동 113-4,서울 중랑구 면목로 481 5층 501호,127.0856612,37.59476643
CK성모안과의원,잠원동 37-1,"서울 서초구 강남대로 563 페이토플라자 6,7층",127.0204224,37.5119448
서울본브릿지병원,도곡동 543-5,서울 강남구 도곡로 214,127.0424078,37.49246768
리드힐병원,역촌동 44-28,서울 은평구 연서로 10 지하2층~지상9층,126.9164557,37.59998638
대전대학교 서울한방병원,문정동 640-11,"서울 송파구 법원로11길 32 지하2~1층, 5~11,13층",127.115874,37.48550805
모커리한방병원 강동점,천호동 51-7,서울 강동구 양재대로 1517 남해빌딩 2~5층,127.1409297,37.54129054
예뻐진의원,신사동 584-1,서울 강남구 압구정로28길 49 유림빌딩 5층,127.0277114,37.52325702
아이템성형외과의원,논현동 5-1,"서울 강남구 도산대로 134 페이토빌딩 3층, 8층, 9층",127.0233396,37.51735709
본브릿지병원,신천동 7-17,"서울 송파구 송파대로 562 웰리스타워 2,3,8층",127.0995108,37.51533039
레아트성형외과의원,청담동 76-15,서울 강남구 삼성로134길 8,127.0503294,37.52007167
은혜산부인과의원,대조동 38-19,"서울 은평구 진흥로 133 D동 지하2층, 지하1층, 2~4층",126.9248918,37.60818011
서울베스트의료의원,흥인동 13-1,서울 중구 다산로46길 17 두산위브더제니스 2층,127.0170907,37.56686448
연세국민건강내과소아청소년과의원,가락동 99-7,"서울 송파구 중대로 105 가락 ID TOWER 202,203호",127.1200507,37.49359612
안강병원,역삼동 773-6,서울 강남구 언주로 327 아폴로빌딩 7층,127.0449784,37.49708722
우리기쁜산부인과의원,종암동 124-129,서울 성북구 종암로 147 1~8층,127.0320177,37.60303709
서울스타병원,내발산동 678-7,"서울 강서구 강서로 307 서울스타병원빌딩 3,4,5,6,7,층 8,9호",126.8362209,37.55323377
정동병원,상도1동 614-1,서울 동작구 양녕로 283,126.9494442,37.50494841
리더스병원,성내동 13-9,서울 강동구 천호대로 1044,127.1277399,37.53695865
비아이오성형외과,신사동 501-2,"서울 강남구 도산대로 107 SYH타워 2,3,4층",127.0201369,37.51678342
다나병원,창동 715-28,서울 도봉구 해등로 129,127.0404334,37.65504959
원정형외과의원,목동 606-14,서울 양천구 등촌로 230 2층,126.8641665,37.55008582
꽃마을한의원,서초동 1656-4,서울 서초구 서초중앙로 110 롯데캐슬메디치 5층 501호,127.0145113,37.49157185
어울림병원,신길동 65-33,서울 영등포구 영등포로 386 동인빌딩,126.920954,37.51330968
아비쥬의원 강남점,서초동 1317-11,"서울 서초구 서초대로77길 9 누드죤빌딩 11,13층",127.0262127,37.49858925
경희대학교치과병원,회기동 1-5,서울 동대문구 경희대로 26,127.0499431,37.59437469
예본안과의원,종로2가 75-9,서울 종로구 종로 78 미려빌딩 2층,126.9860217,37.56988696
365밝은안과,신림동 1424-28,서울 관악구 신림로 350 서원프라자 3층,126.9299682,37.48550279
강남수병원,삼전동 38-5,서울 송파구 삼전로2길 11,127.0861567,37.50134111
소리이비인후과 본원,청담동 46-16,서울 강남구 학동로 435,127.0485731,37.51879444
필립메디컬센터 서울센터,당산동2가 4-3,서울 영등포구 영등포로 124,126.8951895,37.52118617
명동라라의원,명동2가 87-2,서울 중구 남대문로 68 5층,126.9822566,37.56310512
세브란스병원 치과대학병원,신촌동 134,서울 서대문구 연세로 50-1,126.9408413,37.56238424
드림성형외과의원,신사동 603-2,서울 강남구 논현로 848,127.0287921,37.52457166
올바른서울병원,천호동 51-3,서울 강동구 양재대로 1525 명품빌딩,127.1412957,37.54209972
메디람한방병원,서교동 353-7,서울 마포구 양화로 119,126.9197694,37.55436069
포유문산부인과,가락동 94-3,서울 송파구 양재대로60길 3-13,127.1171938,37.49894572
민강남클리닉,논현동 55-3,서울 강남구 학동로 121 민강남타워,127.0243201,37.51225918
9988병원,행당동 130-115,서울 성동구 왕십리로 269,127.0374765,37.55860786
강북서울외과,창신동 327-2,서울 종로구 지봉로 29 금호팔레스빌딩 5층 501호,127.0152896,37.57252821
포미즈여성병원,목동 513-1,서울 양천구 공항대로 610,126.8723403,37.54679415
중랑제일의원,면목2동 144-35,서울 중랑구 동일로 680,127.0804337,37.59108955
서울현대요양병원,천호동 357,서울 강동구 올림픽로 684,127.1253238,37.54227207
서울성심한방병원,길동 420,서울 강동구 진황도로 124,127.1395612,37.53436872
서울바른세상병원,독산동 288-1,서울 금천구 시흥대로 421,126.8977758,37.4711458
성북서울요양병원,종암동 25-6,서울 성북구 종암로 31,127.0358564,37.59311631
삼성베스트의원,삼성동 157-15,서울 강남구 테헤란로81길 22 구암빌딩 4층,127.0569281,37.50850038
닥터홈즈의원,신사동 536-8,서울 강남구 강남대로152길 45 우림빌딩 2~4층,127.0229613,37.51838065
위담한방병원,대치동 910-1,서울 강남구 역삼로 430,127.0540998,37.50140441
조인트힐병원,신림동 726-5,서울 관악구 난곡로 215,126.9175492,37.47373073
SNU청안과의원,봉천동 859-17,서울 관악구 관악로 195 201~208호,126.9531078,37.48256841
예쁨주의쁨의원 신논현점,역삼동 808,"서울 강남구 강남대로 470 808타워 13,14층",127.0250521,37.50434815
리봄한방병원,논현동 241-16,서울 강남구 학동로50길 7 2~4층,127.0400538,37.51625613
CU클린업피부과의원 명동점,남산동1가 1-2,서울 중구 퇴계로 120 남산희성빌딩 3층,126.9850794,37.56057859
유앤아이피부과의원 왕십리점,행당동 286-5,서울 성동구 왕십리로 315 한동타워 2층,127.0342223,37.56172654
동서한방병원 서울본원,연희동 194-37,서울 서대문구 성산로 365-14,126.9302554,37.56465475
아이니크성형외과의원,신사동 586,서울 강남구 논현로 819 명광빌딩 4층,127.027894,37.52161859
연세사랑모아여성병원,고척동 191-1,서울 구로구 중앙로 100,126.8606106,37.50636094
조앤신성형외과,서초동 1309-8,서울 서초구 강남대로69길 8 KI타워 4층,127.0246523,37.50184269
코코이비인후과의원,종로5가 102,서울 종로구 종로 205,127.0005616,37.57113402
서울연세안과의원,구로동 1124-72,서울 구로구 디지털로32길 79 조영빌딩 7층,126.8997126,37.48354053
초록나무요양병원,대림동 681,서울 영등포구 가마산로 368 메디칼빌딩,126.8993361,37.5012628
예담정형외과의원,합정동 364-8,서울 마포구 독막로 22 청명빌딩 3층,126.915798,37.54823585
아이리움안과의원,역삼동 825-13,서울 강남구 강남대로 388 강남센터빌딩 7층,127.0284455,37.49744827
이경태정형외과의원,논현동 111-13,서울 강남구 선릉로131길 8 노벨빌딩 2층,127.0402727,37.51798288
티유치과의원,서초동 1303-37,서울 서초구 서초대로77길 54 서초더블유타워 12층,127.0248345,37.50257367
춘원당한의원,돈의동 78,"서울 종로구 돈화문로9길 26 2,3층",126.9903407,37.57180404
누베베한의원,서교동 353-5,서울 마포구 양화로 125 3층,126.9203094,37.55474937
우태하한승경피부과의원,갈월동 15-3,서울 용산구 한강대로 312,126.9723288,37.54594446
제중요양병원,구로동 552-148,서울 구로구 새말로 60,126.8866349,37.50322223
신일병원,수유동 47-8,서울 강북구 덕릉로 73,127.0218271,37.63477713
강남나무병원,대치동 994-5,"서울 강남구 영동대로 225 1층일부 2~3층,6~8층",127.0676344,37.49925485
강남초이스정형외과병원,역삼동 705-27,서울 강남구 테헤란로 337 화남빌딩 4~9층,127.0484564,37.50479617
꿈의숲요양병원,번동 105-1,서울 강북구 월계로 183,127.0448946,37.6205638
연세슬기병원,도선동 365-1,서울 성동구 무학로2길 8,127.0306723,37.56426596
휴먼피부과의원,봉천동 858-6,서울 관악구 관악로 186 2층,126.953348,37.48157315
숨수면의원 강남점,역삼동 681-17,서울 강남구 봉은사로 310 숨빌딩 2~4층,127.0409684,37.5091621
척편한병원,신림동 86-3,"서울 관악구 신림로 318 두산위브빌딩 4,5층",126.9302594,37.48257529
관악서울대학교 치과병원,,서울 관악구 신림동 150-18,126.9533216,37.46901169
광동한방병원,삼성동 161,서울 강남구 봉은사로 612,127.0621469,37.51428075
더맑은내과의원,역삼동 735-32,"서울 강남구 테헤란로20길 10 쓰리엠타워 6, 7층",127.0341449,37.49908189
압구정 서울성형외과의원,신사동 598,서울 강남구 논현로 840,127.02864,37.52363727
함익병피부과의원,대치동 1024,서울 강남구 도곡로 408 D마크빌딩 409호,127.0552316,37.49660976
하늘마음한의원 은평점,진관동 74,서울 은평구 진관2로 19 휴먼프라자 3층 305호,126.9195964,37.63485987
하늘마음한의원 금천점,가산동 60-15,서울 금천구 벚꽃로 286 리더스타워 2층,126.8841039,37.48040175
아비쥬의원 구로점,구로동 1125-6,"서울 구로구 시흥대로 561 동해빌딩 6,7층",126.9012444,37.48326118
더와이즈치과병원,화곡동 114-100,서울 강서구 화곡로 186 세웅빌딩 1~5층,126.8421501,37.54217998
연세무척나은병원,능동 222-14,서울 광진구 천호대로 568,127.0808989,37.55626313
속편한내과의원,용두동 40-12,"서울 동대문구 고산자로 399 동양프라자 1,4,5층",127.0377608,37.57527566
지디스내과의원,역삼동 788-16,서울 강남구 도곡로 205 2층,127.0413649,37.4929193
연세고운피부과의원,신림동 706-22,서울 관악구 난곡로 197 남강빌딩 3층,126.918918,37.4725412
은평밝은내과의원,응암동 89-19,"서울 은평구 은평로 121 5,10층",126.921094,37.60044123
강서힘찬병원,등촌동 671,서울 강서구 강서로56길 38,126.840669,37.55919321
혜민안과병원,가락동 112-7,서울 송파구 중대로 122,127.1219436,37.49381623
리앤채움의원,신사동 584-3,서울 강남구 논현로 837 원방빌딩 4층,127.0279623,37.52334383
서울아가온여성의원,구로동 1124-72,"서울 구로구 디지털로32길 79 조영빌딩 4,8층",126.8997126,37.48354053
서울대효병원 강서병원,내발산동 701-15,서울 강서구 강서로47가길 33,126.8357624,37.55111018
오케이재활요양병원,고척동 50-48,"서울 구로구 중앙로 64 고척프라자 3,4층",126.8628355,37.50379808
해상병원,신길동 232-84,서울 영등포구 신길로 173,126.9107306,37.50760932
잎사귀치과병원,창천동 62-1,"서울 서대문구 연세로5길 26 준빌딩 5,7,9층",126.9354388,37.55657425
마리아의원,상봉동 116-25,서울 중랑구 망우로 267,127.0822075,37.59572533
수피부과의원,개봉동 403-108,서울 구로구 개봉로 49,126.8558001,37.49011636
새길병원,영등포동6가 8-3,서울 영등포구 영중로 59,126.904687,37.52167894
팝성형외과의원,신사동 584-3,"서울 강남구 논현로 837 원광빌딩 1,2층",127.0279623,37.52334383
서울메디투어의원,장안동 433-7,"서울 동대문구 장한로 10 조광빌딩 5,6층",127.0654751,37.56235605
브라운성형외과의원,신사동 582-11,"서울 강남구 논현로 857 계룡빌딩 2,3,5층",127.0281153,37.52533766
강남레옹치과의원,서초동 1306-8,서울 서초구 강남대로 415 대동빌딩 4층,127.0263394,37.49956084
코리아병원,장안2동 306-4,서울 동대문구 장한로 143,127.0715427,37.57320625
포레힐요양병원,방이동 114-3,서울 송파구 오금로 173,127.1138267,37.50971692
메디렌느산부인과의원,중화2동 207-47,서울 중랑구 망우로 233,127.0785077,37.59485039
정병원,쌍문동 707-13,서울 도봉구 도봉로 639,127.0418234,37.66153939
서울유병원,미아동 460-111,"서울 강북구 도봉로 77 지하2층~지하1층, 3층~6층, 8층",127.0295494,37.61606741
젊어지는치과,서초동 1318-2,"서울 서초구 강남대로 405 통영빌딩 9, 12층",127.0266916,37.49877534
연세튼튼정형외과,논현동 88-11,"서울 강남구 학동로 207 K스퀘어빌딩 4,5층",127.0315956,37.51457728
청병원,성내동 553-22,서울 강동구 올림픽로 546 청병원빌딩,127.1210119,37.53024776
서울에이스재활요양병원,용두동 36-2,서울 동대문구 고산자로 379,127.0377202,37.57364769
CU클린업피부과의원 강남점,서초동 1305-7,서울 서초구 강남대로 429 유창빌딩 10층,127.0257734,37.50079399
이지함피부과 여의도점,여의도동 35-5,서울 영등포구 여의나루로 42 여의도종합상가 5층,126.9249219,37.52146545
밝은S안과의원,면목동 118-13,서울 중랑구 겸재로 164 5층,127.0859311,37.58780353
서울매스티지치과,논현동 200-6,"서울 강남구 봉은사로 105 동양빌딩 1층,6층",127.0250295,37.50497612
바른본병원,군자동 27-2,서울 광진구 능동로 261 삼부빌딩,127.0771363,37.55351869
경희대학교한방병원,회기동 1-5,서울 동대문구 경희대로 23,127.0522878,37.59410399
하늘마음한의원 강동점,성내동 78-1,서울 강동구 올림픽로 624 강동메디컬센터 4층,127.1232433,37.53704316
연세스타피부과,창천동 72-14,서울 서대문구 신촌로 73 테라운드 6층,126.9345183,37.55630725
더바름정형외과의원,구의동 218-37,서울 광진구 아차산로 450-2 1~4층,127.0924673,37.53875335
한양류마엄완식내과의원,성수동2가 300-1,서울 성동구 아차산로 113 3층,127.0569791,37.54470084
아이제일산부인과의원,역촌동 15-7,서울 은평구 서오릉로 81,126.9215197,37.60741334
솔병원,방화동 273-7,서울 강서구 방화대로 352 1~4층,126.8173741,37.5723589
리뉴미피부과의원 화곡점,화곡동 1065-9,서울 강서구 화곡로 157 로이빌딩 3층,126.8391085,37.54157734
네온정형외과의원,논현동 111-13,서울 강남구 선릉로131길 8,127.0402727,37.51798288
사랑의병원,봉천동 1664-1,"서울 관악구 남부순환로 1860 1,3~5층",126.9562863,37.47962508
로하스 은평효요양병원,갈현동 460-8,서울 은평구 연서로 209 4층~6층,126.9188507,37.61732294
골드만비뇨기과의원 강남점,역삼동 832-7,서울 강남구 강남대로 320 황화빌딩 8층,127.0310472,37.49185371
공안과의원 신관,청진동 146,서울 종로구 종로 19 르메이에르종로타운 311호,126.9799236,37.57084565
라온정형외과신경외과의원,응암동 89-1,서울 은평구 은평로9길 13 캐스텔가든 2층,126.9212156,37.60135214
강남 글로벌서울안과의원,역삼동 822-3,"서울 강남구 테헤란로 107 메디타워 3,5,6층",127.0287542,37.49868114
서울안과의원,동교동 165-1,서울 마포구 양화로 166 3층,126.9241524,37.55673322
빛사랑안과,창천동 30-9,서울 서대문구 신촌로 91 2층,126.9363838,37.55559534
소리의원 군자점,능동 237-11,"서울 광진구 천호대로 592 광명빌딩 지하1~3층, 지상 7층",127.0833025,37.55526019
서울큰나무병원,화곡동 1026-12,서울 강서구 강서로 206 2~6층,126.8380444,37.544574
발산정형외과의원,마곡동 723-2,서울 강서구 공항대로 271 이천이프라자 4층 401호,126.837805,37.55893891
나음피부과,남대문로5가 6-8,서울 중구 세종대로 13 화남빌딩 5층,126.9731492,37.55832274
의성한방병원,방학동 719-3,서울 도봉구 도봉로152길 26 렉시온프라자 2~4층,127.0452787,37.66923231
강동연세병원,천호동 315-2,서울 강동구 올림픽로 734,127.1266355,37.54676623
마리아성모요양병원,영등포동8가 50-1,서울 영등포구 영중로 122,126.905937,37.5271394
선이고은한의원,역삼동 721-35,"서울 강남구 언주로 411 3,5층",127.0436477,37.49970245
강한신림의원,신림동 1433-38,서울 관악구 신림로 339,126.9292801,37.48455264
그랜드성형외과의원,신사동 514-16,서울 강남구 도산대로 121,127.0217192,37.51741448
J여성병원,홍제동 251-4,서울 서대문구 통일로 442,126.9449302,37.58851246
서초리더스정형외과재활의학과의원,방배동 924-12,"서울 서초구 방배로 109 서초리더스빌딩 2,3,4층",126.9958046,37.48381305
금천수요양병원,독산동 899-6,서울 금천구 남부순환로 1400,126.9063973,37.48002658
아이준안과의원,역삼동 825-8,"서울 강남구 강남대로 376 2,5,6층",127.0288137,37.49658491
리엔장성형외과피부과,서초동 1309-9,서울 서초구 서초대로77길 55 에이프로스퀘어 3층,127.0243784,37.50211019
에이치아이여성의원,마곡동 776-6,서울 강서구 강서로 463 새싹타워 2층,126.8403852,37.5669449
새하얀피부과의원 은평점,응암동 76-2,서울 은평구 은평로 200-1 삼영빌딩 4층,126.9299984,37.6011336
강남힘찬병원,송파동 20-8,서울 송파구 백제고분로 407,127.1099045,37.50760367
서울나은병원,제기동 1046-4,서울 동대문구 왕산로 137,127.0387265,37.57857168
한국의료재단 종합검진센터,여의도동 23,"서울 영등포구 국제금융로 10 TWO IFC빌딩 4,5층",126.9258982,37.52503376
아란태산부인과소아과의원,문래동3가 77-1,서울 영등포구 선유로 64 7층,126.8896457,37.51962594
노원참튼튼병원,상계동 723,서울 노원구 노해로 502,127.0637541,37.65445554
제인병원,송정동 81-14,서울 성동구 광나루로 243,127.0569071,37.54946686
자생한방병원 노원점,상계동 330-21,"서울 노원구 노해로 507 와우쇼핑몰 7,8층",127.0638821,37.65543847
태릉밝은안과의원,공릉동 597-17,"서울 노원구 동일로 1005 대정빌딩 3,4층",127.0745145,37.61992738
일밀리미터성형외과의원,역삼동 814-3,서울 강남구 강남대로 446 한웰빌딩 9층,127.0259472,37.50238953
성누가병원,불광동 281-102,서울 은평구 통일로 726 불광메디컬타워 1~12층,126.9303285,37.61053034
이경제한의원,신사동 665-4,서울 강남구 선릉로 817 캠포츠빌딩 5층,127.0394306,37.52508822
메이드유의원 강남본점,논현동 164-2,서울 강남구 강남대로 516 메이드유빌딩 2~4층,127.0231383,37.50826909
왕십리본정형외과의원,도선동 46,서울 성동구 왕십리로 320 W에비뉴타워 3층,127.0344226,37.56233481
사랑이아프니치과의원,서교동 445-3,서울 마포구 월드컵북로 15 아도디아빌딩 2층,126.9199567,37.55621075
안피부과의원,갈현동 433-5,서울 은평구 갈현로 261 흥진빌딩 2층 1호,126.9160538,37.62032301
강남바른정형외과의원 강남역점,역삼동 825-18,서울 강남구 테헤란로 110 캠브리지빌딩 5층 501호,127.0293856,37.49806203
청담오라클피부과성형외과의원,삼성동 35-8,서울 강남구 선릉로 612 한일빌딩 1층,127.0437484,37.51152344
최상산부인과의원,역삼동 601-18,서울 강남구 봉은사로 116 은성빌딩 2층,127.0263888,37.50474893
굿모닝요양병원,용답동 235-3,서울 성동구 천호대로 436,127.0672093,37.56069232
신화요양병원,영등포동7가 77-10,서울 영등포구 영중로 100,126.9058226,37.5251165
앤클리닉의원 목동신정점,신정동 1183-14,서울 양천구 중앙로 253 3층,126.8531259,37.51894359
필메디스내과의원,서초동 1490-33,서울 서초구 효령로 177 2~4층,127.0033891,37.48279685
서울사랑요양병원,쌍문동 503-8,서울 도봉구 삼양로 574 2~5층,127.0131715,37.65434443
은천재활요양병원,봉천동 937-15,서울 관악구 은천로 51 원익빌딩 2~6층,126.9412342,37.48629204
더조은요양병원,월계동 50-1,서울 노원구 화랑로 323,127.0636468,37.61489807
하늘마음한의원 목동점,신정동 900-10,서울 양천구 목동로 203 목동로데오빌딩 4층,126.863793,37.52670362
연세우리내과의원,노고산동 107-36,"서울 마포구 백범로 10 현대벤쳐빌 101,201호",126.9367901,37.55361464
유라인클리닉,신사동 648-13,서울 강남구 도산대로49길 11 3층,127.0370987,37.52362218
제이미성형외과,신사동 549-3,서울 강남구 압구정로 136 엔와이빌딩 3층,127.0237694,37.52449716
강남구립행복요양병원,세곡동 521,서울 강남구 헌릉로590길 60,127.1033161,37.46117875
대윤한방병원,신길동 103-9,"서울 영등포구 영등포로 358 대윤메디컬센터 지하1층,2~5층",126.9179576,37.51440064
바노바기성형외과의원,역삼동 641-9,서울 강남구 논현로 517,127.0357017,37.50267058
수안과의원,미아동 202-13,서울 강북구 도봉로 245 2층,127.0242708,37.63029713
루시나산부인과의원,삼선동4가 351-4,"서울 성북구 보문로 180 지하1층, 2~5층, 8~10층",127.0153743,37.59026851
김안과병원 망막병원,영등포동4가 159,서울 영등포구 영등포로34길 10,126.9018937,37.51948495
휴피부과,청담동 46-19,서울 강남구 학동로 433 청담서울클리닉빌딩 9층 2호,127.0483151,37.51876221
강남삼성라마르의원,삼성동 141-33,서울 강남구 테헤란로 403 리치타워 5층,127.0495071,37.50508759
림스내과의원,신길동 4435,"서울 영등포구 여의대방로 83 2,3층",126.9158544,37.49712122
최경진정형외과의원,신당동 361-24,서울 중구 다산로 111 한미빌딩 2층,127.0095465,37.55408064
남재현 프렌닥터내과의원,양재동 13-9,서울 서초구 남부순환로350길 36 프렌닥터 3층,127.0362258,37.48328893
고운세상피부과 목동점,신정동 900-10,서울 양천구 목동로 203 로데오빌딩 2층,126.863793,37.52670362
삼성안과의원,잠실동 184,서울 송파구 올림픽로 114 서경빌딩 7층,127.0831874,37.51139045
샤인빔 강남점,역삼동 819-10,"서울 강남구 테헤란로1길 10 세경빌딩 2,4층",127.0282229,37.49896497
